age,gender,social_media_usage_hr,platform,sleep_hr,exercise_hr,gpa,stress_score,depression_label,loneliness_score,anxiety_score,screen_time_hr,depression_binary,sentence,sentiment
1.1718503281055384,0,-1.6298224074834304,0,0.8089782504996816,0.5565505151364671,0.38054334276805124,-1.1296850343248632,0.0,-1.0656862564875993,-1.4125413218047054,-1.5827968739271785,-0.7070855680891728,Using social media in moderation keeps my mood stable.,2
-0.22806484766941723,0,0.7032692674582438,4,-1.4693386357696083,-0.35688889828536074,-0.27067610905156536,1.256268859583335,2.0,1.067207720858106,0.7085720689313013,1.064234587245288,1.4142559898406626,Late night phone use leaves me exhausted and hopeless.,0
-0.22806484766941723,0,1.6365059374349136,5,-1.4693386357696083,-1.3718215798651696,-0.921895560871182,0.9699543923143509,2.0,1.7781723799733409,0.35505317047530016,1.8520415697370938,1.4142559898406626,Feeling completely disconnected from everyone around me.,0
-1.6279800234443729,0,-0.4632765700125934,3,1.394831164111785,0.15057744250454372,0.054933616858242586,-0.5570560997868959,0.0,-1.0656862564875993,-1.4125413218047054,-1.645821432526523,-0.7070855680891728,Using social media in moderation keeps my mood stable.,2
-1.1613416315193876,0,-0.5410462925106492,6,-0.10234850400803455,0.04908417434656296,-0.7590906979162784,0.6836399250453672,1.0,0.7117253913004883,-0.7055035248927032,-0.7319653328360285,-0.7070855680891728,Social media is sometimes fun but often leaves me drained.,1
-1.6279800234443729,1,0.9365784349524111,1,-0.4278223449036474,-0.7628619709172841,-1.0847004238260864,1.0653925480706787,2.0,0.7117253913004883,1.4156098658433036,2.0411152455351274,1.4142559898406626,I cannot stop scrolling even though it makes me sad.,0
-1.6279800234443729,1,-0.7743554600048166,2,1.915589309544765,0.9625235877683911,0.38054334276805124,-1.3205613458375194,0.0,-0.3547215973723643,-0.7055035248927032,-1.0155758465330784,-0.7070855680891728,I use social media to learn new things every day.,2
1.6384887200305236,1,-0.9298949050009282,6,1.915589309544765,0.7595370514524291,0.21773847981314692,-1.6068758131065028,0.0,-0.3547215973723643,-0.3519846264367021,-0.6059162156373394,-0.7070855680891728,I use social media to learn new things every day.,2
1.1718503281055384,0,0.5866146837111598,6,-1.0787700266948732,-1.2703283117071886,-1.7359198756457033,0.9699543923143509,2.0,0.7117253913004883,0.35505317047530016,1.4738942181410273,1.4142559898406626,Online drama has been overwhelming my mental health lately.,0
-0.22806484766941723,0,0.08111148747379715,1,0.027841032350210706,0.2520707106625247,-0.7590906979162784,-0.27074163251791206,1.0,-0.7102039269299818,0.7085720689313013,-0.13323202614225607,-0.7070855680891728,Occasional online arguments have been stressing me out.,1
-1.1613416315193876,0,-0.4632765700125934,7,-0.10234850400803455,0.5565505151364671,-0.921895560871182,0.01557283475107157,1.0,0.7117253913004883,0.0015342720192990486,-0.13323202614225607,-0.7070855680891728,Some days social media feels fine other days not so much.,1
-1.1613416315193876,0,0.6254995449601879,1,-1.1438647948739955,-0.5598754346013225,-1.410310149735895,0.9699543923143509,2.0,1.4226900504157234,0.35505317047530016,1.568431056040044,1.4142559898406626,Seeing others highlights makes my own life feel worthless.,0
0.23857354425556795,0,-0.6965857375067609,6,1.720305005007398,1.1655101240843526,0.21773847981314692,-0.46161794403056783,0.0,-0.7102039269299818,-1.7660602202607065,-0.8265021707350451,-0.7070855680891728,I use social media to learn new things every day.,2
-0.6947032395944024,1,1.2865421861936623,2,-0.49291711308276975,-0.864355239075265,-1.410310149735895,1.160830703827007,2.0,0.7117253913004883,0.7085720689313013,0.6545749563495495,1.4142559898406626,I cannot stop scrolling even though it makes me sad.,0
0.7052119361805531,1,-1.474282962487319,1,0.15803056870845597,1.0640168559263716,0.054933616858242586,-0.6524942555432237,0.0,-1.0656862564875993,-1.4125413218047054,-0.7004530535363563,-0.7070855680891728,I use social media to learn new things every day.,2
-0.22806484766941723,0,-1.1632040724950956,3,0.6136939459623141,2.0789495375061806,1.5201773834523808,-1.797752124619159,0.0,-1.4211685860452168,-1.0590224233487044,-1.0470881258327507,-0.7070855680891728,Social media is a tool I use positively and mindfully.,2
